Air Quality Station Name,Year,Air Pollutant,value,Longitude,Latitude
Dublin Phoenix Park Ordnance Survey Road,2020,PM2.5,6.688,-6.349,53.3644
Dublin Raheny Saint Anne's Park,2020,PM2.5,6.668,-6.1726,53.3688
Dublin Rathmines Wynnefield Road,2020,PM2.5,7.562,-6.2672,53.322
Dublin Kilmainham St. John's Road West,2020,PM2.5,7.189,-6.2948,53.3458
Limerick Peoples Park,2020,PM2.5,8.509,-8.6287,52.6586
Offaly Birr,2021,PM2.5,7.936,-7.9085,53.0945
Roscommon Roscommon Town County Council Offices,2021,PM2.5,7.143,-8.1944,53.6294
Clare Ennis Drumbiggle Road,2021,PM2.5,14.496,-8.9893,52.8432
Carlow Carlow Town County Council Offices,2021,PM2.5,7.016,-6.9317,52.8397
Wicklow Bray Wurzburg Road,2021,PM2.5,5.598,-6.1217,53.1872
Cork Macroom Council Yard,2021,PM2.5,10.091,-8.9529,51.9047
Dublin Blanchardstown River Road,2021,PM2.5,7.709,-6.3699,53.3856
Cork Ballinlough Heatherton Park,2021,PM2.5,7.671,-8.4571,51.8819
Dublin Ringsend recycling Centre,2021,PM2.5,8.183,-6.2141,53.3419
Dublin Finglas Mellowes Road,2021,PM2.5,7.547,-6.3053,53.3903
Dublin Raheny Saint Anne's Park,2021,PM2.5,6.882,-6.1726,53.3688
Dublin Marino Brian Road,2021,PM2.5,7.879,-6.2279,53.3682
Westmeath Athlone,2021,PM2.5,9.179,-7.9377,53.4248
Dublin Tallaght Old Bawn Road,2021,PM2.5,6.421,-6.3588,53.2805
Wexford Wexford Town Opera House,2021,PM2.5,9.516,-6.4616,52.3374
Donegal Letterkenny Library,2021,PM2.5,11.254,-7.7352,54.9545
Laois Portlaoise Dublin Road,2021,PM2.5,8.139,-7.2887,53.0361
Cork Cobh Carrignafoy,2021,PM2.5,7.433,-8.2878,51.855
Meath Navan,2021,PM2.5,8.165,-6.6893,53.6556
Longford Town Dublin Road Railway,2021,PM2.5,9.421,-7.7914,53.7256
Tipperary Town,2021,PM2.5,8.595,-8.1564,52.4792
Kerry Tralee Library,2021,PM2.5,12.653,-9.6979,52.2673
Dublin Dun Laoghaire The Glen,2021,PM2.5,7.476,-6.1319,53.2858
Cavan Cavan Town Court House,2021,PM2.5,7.374,-7.3628,53.9936
Tipperary Clonmel,2021,PM2.5,7.269,-7.6994,52.3547
Wexford Enniscorthy Parnell Road,2021,PM2.5,9.754,-6.5708,52.4985
Dublin Ballyfermot Library,2021,PM2.5,7.808,-6.3523,53.3405
Waterford Waterford City Paddy Brownes Road,2021,PM2.5,9.36,-7.1516,52.2471
Cork UCC Distillery Fields,2021,PM2.5,6.69,-8.4864,51.9001
Dublin Inchicore Davitt Road,2021,PM2.5,8.533,-6.309,53.3363
Dublin Phoenix Park Ordnance Survey Road,2021,PM2.5,6.379,-6.349,53.3644
Dublin Kilmainham St. John's Road West,2021,PM2.5,7.592,-6.2948,53.3458
Dublin Rathmines Wynnefield Road,2021,PM2.5,9.331,-6.2672,53.322
Dublin Pearse St.,2021,PM2.5,8.447,-6.2543,53.345
Limerick Peoples Park,2021,PM2.5,8.789,-8.6287,52.6586
Tipperary Town,2022,PM2.5,9.064,-8.1564,52.4792
Clare Ennis Drumbiggle Road,2022,PM2.5,15.644,-8.9893,52.8432
Louth Drogheda,2022,PM2.5,6.91,-6.32,53.7322
Mayo Claremorris,2022,PM2.5,5.367,-9.0127,53.7039
Longford Town Dublin Road Railway,2022,PM2.5,10.892,-7.7914,53.7256
Roscommon Roscommon Town County Council Offices,2022,PM2.5,7.577,-8.1944,53.6294
Cork Macroom Council Yard,2022,PM2.5,11.033,-8.9529,51.9047
Donegal Letterkenny Library,2022,PM2.5,10.962,-7.7352,54.9545
Tipperary Clonmel,2022,PM2.5,7.288,-7.6994,52.3547
Wicklow Bray Wurzburg Road,2022,PM2.5,5.732,-6.1217,53.1872
Carlow Carlow Town County Council Offices,2022,PM2.5,7.378,-6.9317,52.8397
Wexford Enniscorthy Parnell Road,2022,PM2.5,10.228,-6.5708,52.4985
Dublin Dublin Airport,2022,PM2.5,6.669,-6.2304,53.4344
Kildare Leixlip,2022,PM2.5,7.046,-6.4867,53.3719
Dublin Blanchardstown River Road,2022,PM2.5,7.848,-6.3699,53.3856
Dublin Dublin Port,2022,PM2.5,8.326,-6.2039,53.3527
Dublin Raheny Saint Anne's Park,2022,PM2.5,7.833,-6.1726,53.3688
Dublin Ballyfermot Library,2022,PM2.5,7.529,-6.3523,53.3405
Cork Lower Glanmire Road,2022,PM2.5,NA,-8.4621,51.9017
Dublin Inchicore Davitt Road,2022,PM2.5,8.64,-6.309,53.3363
Dublin Clonskeagh Road Richview,2022,PM2.5,6.998,-6.2353,53.3118
Offaly Edenderry,2022,PM2.5,13.438,-7.0475,53.3425
Limerick Shannon Estuary Asketon,2022,PM2.5,5.476,-8.9542,52.6392
Cork Cobh Carrignafoy,2022,PM2.5,7.584,-8.2878,51.855
Kerry Killarney,2022,PM2.5,5.622,-9.5049,52.0583
Wicklow Greystones,2022,PM2.5,6.87,-6.0703,53.1499
Louth Dundalk Meadow Grove,2022,PM2.5,19.817,-6.3926,54.0031
Dublin Dun Laoghaire The Glen,2022,PM2.5,7.751,-6.1319,53.2858
Offaly Birr,2022,PM2.5,9.493,-7.9085,53.0945
Laois Portlaoise Dublin Road,2022,PM2.5,8.119,-7.2887,53.0361
Kerry Tralee Library,2022,PM2.5,12.889,-9.6979,52.2673
Leitrim Carrick-on-Shannon,2022,PM2.5,6.344,-8.0865,53.9446
Dublin Tallaght Old Bawn Road,2022,PM2.5,6.248,-6.3588,53.2805
Cork Mallow,2022,PM2.5,7.47,-8.6407,52.134
Cavan Cavan Town Court House,2022,PM2.5,7.343,-7.3628,53.9936
Westmeath Athlone,2022,PM2.5,8.931,-7.9377,53.4248
Meath Navan,2022,PM2.5,8.328,-6.6893,53.6556
Wexford Wexford Town Opera House,2022,PM2.5,9.722,-6.4616,52.3374
Dublin Marino Brian Road,2022,PM2.5,8.886,-6.2279,53.3682
Cork UCC Distillery Fields,2022,PM2.5,5.213,-8.4864,51.9001
Dublin Phoenix Park Ordnance Survey Road,2022,PM2.5,6.31,-6.349,53.3644
Cork Ballinlough Heatherton Park,2022,PM2.5,5.409,-8.4571,51.8819
Dublin Finglas Mellowes Road,2022,PM2.5,7.259,-6.3053,53.3903
Waterford Waterford City Paddy Brownes Road,2022,PM2.5,9.877,-7.1516,52.2471
Dublin Ringsend recycling Centre,2022,PM2.5,7.74,-6.2141,53.3419
Limerick Henry Street,2022,PM2.5,8.43,-8.6316,52.6613
Dublin Pearse St.,2022,PM2.5,7.794,-6.2543,53.345
Limerick Peoples Park,2022,PM2.5,9.271,-8.6287,52.6586
Dublin Kilmainham St. John's Road West,2022,PM2.5,8.124,-6.2948,53.3458
Galway Eyre Square,2022,PM2.5,NA,-9.0485,53.274
Kildare Naas,2022,PM2.5,7.511,-6.6591,53.2181
Dublin Rathmines Wynnefield Road,2022,PM2.5,7.54,-6.2672,53.322
Dublin Swords Watery Lane,2023,PM2.5,5.753,-6.2235,53.4638
Kerry Killarney,2023,PM2.5,5.404,-9.5049,52.0583
Longford Town Dublin Road Railway,2023,PM2.5,10.892,-7.7914,53.7256
Carlow Carlow Town County Council Offices,2023,PM2.5,6.494,-6.9317,52.8397
Meath Navan,2023,PM2.5,7.501,-6.6893,53.6556
Tipperary Clonmel,2023,PM2.5,6.057,-7.6994,52.3547
Dublin Dublin Airport,2023,PM2.5,6.179,-6.2304,53.4344
Dublin Tallaght Old Bawn Road,2023,PM2.5,5.898,-6.3588,53.2805
Dublin Clonskeagh Road Richview,2023,PM2.5,6.415,-6.2353,53.3118
Wexford Enniscorthy Parnell Road,2023,PM2.5,9.029,-6.5708,52.4985
Leitrim Carrick-on-Shannon,2023,PM2.5,5.404,-8.0865,53.9446
Offaly Birr,2023,PM2.5,8.285,-7.9085,53.0945
Louth Drogheda,2023,PM2.5,6.021,-6.32,53.7322
Dublin Marino Brian Road,2023,PM2.5,7.2,-6.2279,53.3682
Dublin Dublin Port,2023,PM2.5,7.782,-6.2039,53.3527
Waterford Waterford City Paddy Brownes Road,2023,PM2.5,7.771,-7.1516,52.2471
Dublin Phoenix Park Ordnance Survey Road,2023,PM2.5,5.563,-6.349,53.3644
Limerick Henry Street,2023,PM2.5,6.471,-8.6316,52.6613
Dublin Inchicore Davitt Road,2023,PM2.5,6.962,-6.309,53.3363
Dublin Ringsend recycling Centre,2023,PM2.5,6.616,-6.2141,53.3419
Galway Briarhill,2023,PM2.5,7.11,-8.987,53.2921
Offaly Edenderry,2023,PM2.5,12.448,-7.0475,53.3425
Cork Mallow,2023,PM2.5,6.092,-8.6407,52.134
Dublin Dun Laoghaire The Glen,2023,PM2.5,7.356,-6.1319,53.2858
Cork Cork Port,2023,PM2.5,7.053,-8.3209,51.8306
Wicklow Bray Wurzburg Road,2023,PM2.5,5.732,-6.1217,53.1872
Limerick Shannon Estuary Asketon,2023,PM2.5,4.757,-8.9542,52.6392
Dublin Lucan,2023,PM2.5,6.947,-6.4503,53.3492
Roscommon Roscommon Town County Council Offices,2023,PM2.5,6.405,-8.1944,53.6294
Cork Cobh Carrignafoy,2023,PM2.5,6.801,-8.2878,51.855
Westmeath Athlone,2023,PM2.5,8.271,-7.9377,53.4248
Cork Clonakilty,2023,PM2.5,8.495,-8.8892,51.6225
Tipperary Town,2023,PM2.5,6.713,-8.1564,52.4792
Donegal Malin Head,2023,PM2.5,6.817,-7.3389,55.3722
Kildare Leixlip,2023,PM2.5,6.446,-6.4867,53.3719
Clare Ennis Drumbiggle Road,2023,PM2.5,15.644,-8.9893,52.8432
Dublin Blanchardstown River Road,2023,PM2.5,7.125,-6.3699,53.3856
Kerry Tralee Library,2023,PM2.5,9.982,-9.6979,52.2673
Wexford Wexford Town Opera House,2023,PM2.5,8.372,-6.4616,52.3374
Mayo Claremorris,2023,PM2.5,5.367,-9.0127,53.7039
Donegal Letterkenny Library,2023,PM2.5,9.873,-7.7352,54.9545
Galway Ballinalsoe,2023,PM2.5,10.24,-8.2241,53.3287
Cork Macroom Council Yard,2023,PM2.5,7.334,-8.9529,51.9047
Wicklow Greystones,2023,PM2.5,5.682,-6.0703,53.1499
Cork Carrigaline,2023,PM2.5,7.317,-8.3876,51.8154
Louth Dundalk Meadow Grove,2023,PM2.5,8.881,-6.3926,54.0031
Cavan Cavan Town Court House,2023,PM2.5,6.447,-7.3628,53.9936
Laois Portlaoise Dublin Road,2023,PM2.5,7.415,-7.2887,53.0361
Cork UCC Distillery Fields,2023,PM2.5,NA,-8.4864,51.9001
Cork Bishopstown MTU,2023,PM2.5,6.533,-8.533,51.8841
Dublin Ballyfermot Library,2023,PM2.5,5.898,-6.3523,53.3405
Dublin Raheny Saint Anne's Park,2023,PM2.5,6.521,-6.1726,53.3688
Cork Ballinlough Heatherton Park,2023,PM2.5,5.786,-8.4571,51.8819
Dublin Finglas Mellowes Road,2023,PM2.5,6.555,-6.3053,53.3903
Wateford Merchants Quay,2023,PM2.5,8.372,-7.1179,52.2638
Dublin Rathmines Wynnefield Road,2023,PM2.5,7.157,-6.2672,53.322
Cork Lower Glanmire Road,2023,PM2.5,7.609,-8.4621,51.9017
Galway Eyre Square,2023,PM2.5,8.415,-9.0485,53.274
Dublin Kilmainham St. John's Road West,2023,PM2.5,7.097,-6.2948,53.3458
Dublin Pearse St.,2023,PM2.5,7.391,-6.2543,53.345
Kildare Naas,2023,PM2.5,6.62,-6.6591,53.2181
Limerick Peoples Park,2023,PM2.5,7.15,-8.6287,52.6586
Wicklow Greystones,2024,PM2.5,6.319,-6.0703,53.1499
Cork Cork Port,2024,PM2.5,6.438,-8.3209,51.8306
Kildare Leixlip,2024,PM2.5,6.718,-6.4867,53.3719
Cork Macroom Council Yard,2024,PM2.5,7.987,-8.9529,51.9047
Kerry Tralee Library,2024,PM2.5,11.031,-9.6979,52.2673
Galway Ballinalsoe,2024,PM2.5,9.376,-8.2241,53.3287
Offaly Edenderry,2024,PM2.5,11.996,-7.0475,53.3425
Dublin Blanchardstown River Road,2024,PM2.5,7.278,-6.3699,53.3856
Kerry Killarney,2024,PM2.5,7.01,-9.5049,52.0583
Westmeath Athlone,2024,PM2.5,8.617,-7.9377,53.4248
Louth Dundalk Meadow Grove,2024,PM2.5,8.186,-6.3926,54.0031
Louth Drogheda,2024,PM2.5,6.328,-6.32,53.7322
Leitrim Carrick-on-Shannon,2024,PM2.5,6.029,-8.0865,53.9446
Wicklow Bray Wurzburg Road,2024,PM2.5,5.773,-6.1217,53.1872
Galway Briarhill,2024,PM2.5,7.018,-8.987,53.2921
Limerick Peoples Park,2024,PM2.5,7.974,-8.6287,52.6586
Dublin Ringsend recycling Centre,2024,PM2.5,7.144,-6.2141,53.3419
Cork Bishopstown MTU,2024,PM2.5,6.429,-8.533,51.8841
Dublin Raheny Saint Anne's Park,2024,PM2.5,6.541,-6.1726,53.3688
Cork Lower Glanmire Road,2024,PM2.5,7.789,-8.4621,51.9017
Dublin Ballyfermot Library,2024,PM2.5,7.38,-6.3523,53.3405
Dublin Dublin Port,2024,PM2.5,7.433,-6.2039,53.3527
Cork Mallow,2024,PM2.5,6.393,-8.6407,52.134
Tipperary Clonmel,2024,PM2.5,6.757,-7.6994,52.3547
Dublin Lucan,2024,PM2.5,7.32,-6.4503,53.3492
Wexford Wexford Town Opera House,2024,PM2.5,8.874,-6.4616,52.3374
Roscommon Roscommon Town County Council Offices,2024,PM2.5,6.405,-8.1944,53.6294
Dublin Dun Laoghaire The Glen,2024,PM2.5,7.529,-6.1319,53.2858
Carlow Carlow Town County Council Offices,2024,PM2.5,6.994,-6.9317,52.8397
Donegal Malin Head,2024,PM2.5,7.313,-7.3389,55.3722
Dublin Clonskeagh Road Richview,2024,PM2.5,7.272,-6.2353,53.3118
Dublin Dublin Airport,2024,PM2.5,6.573,-6.2304,53.4344
Offaly Birr,2024,PM2.5,8.305,-7.9085,53.0945
Limerick Shannon Estuary Asketon,2024,PM2.5,4.941,-8.9542,52.6392
Cork Clonakilty,2024,PM2.5,NA,-8.8892,51.6225
Cork Carrigaline,2024,PM2.5,NA,-8.3876,51.8154
Cavan Cavan Town Court House,2024,PM2.5,6.987,-7.3628,53.9936
Meath Navan,2024,PM2.5,7.899,-6.6893,53.6556
Tipperary Town,2024,PM2.5,6.923,-8.1564,52.4792
Donegal Letterkenny Library,2024,PM2.5,10.301,-7.7352,54.9545
Wexford Enniscorthy Parnell Road,2024,PM2.5,9.675,-6.5708,52.4985
Dublin Swords Watery Lane,2024,PM2.5,6.353,-6.2235,53.4638
Mayo Claremorris,2024,PM2.5,5.351,-9.0127,53.7039
Cork Cobh Carrignafoy,2024,PM2.5,6.755,-8.2878,51.855
Longford Town Dublin Road Railway,2024,PM2.5,9.485,-7.7914,53.7256
Laois Portlaoise Dublin Road,2024,PM2.5,8.152,-7.2887,53.0361
Clare Ennis Drumbiggle Road,2024,PM2.5,12.259,-8.9893,52.8432
Dublin Kilmainham St. John's Road West,2024,PM2.5,7.914,-6.2948,53.3458
Cork Ballinlough Heatherton Park,2024,PM2.5,7.187,-8.4571,51.8819
Galway Eyre Square,2024,PM2.5,7.702,-9.0485,53.274
Dublin Marino Brian Road,2024,PM2.5,7.632,-6.2279,53.3682
Cork UCC Distillery Fields,2024,PM2.5,5.52,-8.4864,51.9001
Limerick Henry Street,2024,PM2.5,6.856,-8.6316,52.6613
Wateford Merchants Quay,2024,PM2.5,8.297,-7.1179,52.2638
Dublin Phoenix Park Ordnance Survey Road,2024,PM2.5,7.54,-6.349,53.3644
Waterford Waterford City Paddy Brownes Road,2024,PM2.5,7.489,-7.1516,52.2471
Dublin Finglas Mellowes Road,2024,PM2.5,7.038,-6.3053,53.3903
Dublin Rathmines Wynnefield Road,2024,PM2.5,7.794,-6.2672,53.322
Dublin Pearse St.,2024,PM2.5,7.913,-6.2543,53.345
Dublin Inchicore Davitt Road,2024,PM2.5,7.927,-6.309,53.3363
Kildare Naas,2024,PM2.5,7.135,-6.6591,53.2181
Dublin Tallaght Old Bawn Road,2024,PM2.5,6.223,-6.3588,53.2805
Dublin Clonskeagh Road Richview,2025,PM2.5,9.238,-6.2353,53.3118
Roscommon Roscommon Town County Council Offices,2025,PM2.5,8.752,-8.1944,53.6294
Dublin Amiens Street,2025,PM2.5,4.131,-6.249,53.3524
Dublin Lucan,2025,PM2.5,9.521,-6.4503,53.3492
Meath Navan,2025,PM2.5,9.863,-6.6893,53.6556
Louth Drogheda,2025,PM2.5,8.492,-6.32,53.7322
Wexford Wexford Town Opera House,2025,PM2.5,11.38,-6.4616,52.3374
Tipperary Clonmel,2025,PM2.5,8.448,-7.6994,52.3547
Dublin Swords Watery Lane,2025,PM2.5,8.356,-6.2235,53.4638
Dublin Dun Laoghaire The Glen,2025,PM2.5,9.327,-6.1319,53.2858
Kildare Leixlip,2025,PM2.5,8.806,-6.4867,53.3719
Limerick Peoples Park,2025,PM2.5,8.653,-8.6287,52.6586
Dublin Ballyfermot Library,2025,PM2.5,9.528,-6.3523,53.3405
Limerick Henry Street,2025,PM2.5,8.013,-8.6316,52.6613
Laois Portlaoise Dublin Road,2025,PM2.5,9.711,-7.2887,53.0361
Dublin Blanchardstown River Road,2025,PM2.5,7.966,-6.3699,53.3856
Cork Clonakilty,2025,PM2.5,NA,-8.8892,51.6225
Carlow Carlow Town County Council Offices,2025,PM2.5,8.96,-6.9317,52.8397
Cork Mallow,2025,PM2.5,7.534,-8.6407,52.134
Westmeath Athlone,2025,PM2.5,9.108,-7.9377,53.4248
Dublin Dublin Airport,2025,PM2.5,7.804,-6.2304,53.4344
Cork Macroom Council Yard,2025,PM2.5,9.691,-8.9529,51.9047
Sligo Sligo Town,2025,PM2.5,4.149,-8.4804,54.2673
Kerry Tralee Library,2025,PM2.5,11.931,-9.6979,52.2673
Offaly Birr,2025,PM2.5,9.101,-7.9085,53.0945
Clare Ennis Drumbiggle Road,2025,PM2.5,13.406,-8.9893,52.8432
Donegal Malin Head,2025,PM2.5,8.843,-7.3389,55.3722
Wicklow Greystones,2025,PM2.5,7.875,-6.0703,53.1499
Cork Cobh Carrignafoy,2025,PM2.5,8.315,-8.2878,51.855
Dublin Tallaght Old Bawn Road,2025,PM2.5,7.495,-6.3588,53.2805
Louth Dundalk Meadow Grove,2025,PM2.5,10.37,-6.3926,54.0031
Offaly Edenderry,2025,PM2.5,12.387,-7.0475,53.3425
Limerick Shannon Estuary Asketon,2025,PM2.5,5.873,-8.9542,52.6392
Cork Carrigaline,2025,PM2.5,NA,-8.3876,51.8154
Galway Ballinalsoe,2025,PM2.5,11.138,-8.2241,53.3287
Tipperary Town,2025,PM2.5,10.463,-8.1564,52.4792
Leitrim Carrick-on-Shannon,2025,PM2.5,7.635,-8.0865,53.9446
Cork Cork Port,2025,PM2.5,NA,-8.3209,51.8306
Wexford Enniscorthy Parnell Road,2025,PM2.5,11.356,-6.5708,52.4985
Kerry Killarney,2025,PM2.5,7.721,-9.5049,52.0583
Longford Town Dublin Road Railway,2025,PM2.5,10.255,-7.7914,53.7256
Wicklow Bray Wurzburg Road,2025,PM2.5,7.311,-6.1217,53.1872
Cavan Cavan Town Court House,2025,PM2.5,8.314,-7.3628,53.9936
Mayo Claremorris,2025,PM2.5,7.026,-9.0127,53.7039
Donegal Letterkenny Library,2025,PM2.5,10.698,-7.7352,54.9545
Cork UCC Distillery Fields,2025,PM2.5,8.866,-8.4864,51.9001
Cork Bishopstown MTU,2025,PM2.5,8.342,-8.533,51.8841
Cork Lower Glanmire Road,2025,PM2.5,9.209,-8.4621,51.9017
Dublin Marino Brian Road,2025,PM2.5,11.385,-6.2279,53.3682
Galway Briarhill,2025,PM2.5,7.559,-8.987,53.2921
Dublin Phoenix Park Ordnance Survey Road,2025,PM2.5,8.343,-6.349,53.3644
Dublin Finglas Mellowes Road,2025,PM2.5,8.683,-6.3053,53.3903
Dublin Ringsend recycling Centre,2025,PM2.5,9.228,-6.2141,53.3419
Dublin Raheny Saint Anne's Park,2025,PM2.5,8.314,-6.1726,53.3688
Wateford Merchants Quay,2025,PM2.5,9.3,-7.1179,52.2638
Dublin Kilmainham St. John's Road West,2025,PM2.5,10.201,-6.2948,53.3458
Dublin Winetavern Street,2025,PM2.5,2.9,-6.2889,53.3417
Dublin Rathmines Wynnefield Road,2025,PM2.5,9.9,-6.2672,53.322
Waterford Waterford City Paddy Brownes Road,2025,PM2.5,11.246,-7.1516,52.2471
Dublin Pearse St.,2025,PM2.5,9.59,-6.2543,53.345
Dublin Inchicore Davitt Road,2025,PM2.5,10.918,-6.309,53.3363
Dublin Dublin Port,2025,PM2.5,8.761,-6.2039,53.3527
Cork Ballinlough Heatherton Park,2025,PM2.5,8.574,-8.4571,51.8819
Galway Eyre Square,2025,PM2.5,8.746,-9.0485,53.274
Kildare Naas,2025,PM2.5,8.263,-6.6591,53.2181
