Year,Location,Latitude,Longitude,Covariate,Value
2020,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,7.562
2020,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,7.189
2020,Limerick Peoples Park,52.6586,-8.6287,PM2.5,8.509
2021,Offaly Birr,53.0945,-7.9085,PM2.5,7.936
2021,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,7.143
2021,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,14.496
2021,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,7.016
2021,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.598
2021,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,10.091
2021,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.709
2021,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,7.671
2021,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,8.183
2021,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,7.547
2021,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,6.882
2021,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.879
2021,Westmeath Athlone,53.4248,-7.9377,PM2.5,9.179
2021,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,6.421
2021,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,9.516
2021,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,11.254
2021,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,8.139
2021,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,7.433
2021,Meath Navan,53.6556,-6.6893,PM2.5,8.165
2021,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,9.421
2021,Tipperary Town,52.4792,-8.1564,PM2.5,8.595
2021,Kerry Tralee Library,52.2673,-9.6979,PM2.5,12.653
2021,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,7.476
2021,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,7.374
2021,Tipperary Clonmel,52.3547,-7.6994,PM2.5,7.269
2021,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,9.754
2021,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,7.808
2021,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,9.36
2021,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,6.69
2021,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,8.533
2021,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,6.379
2021,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,7.592
2021,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,9.331
2021,Dublin Pearse St.,53.345,-6.2543,PM2.5,8.447
2021,Limerick Peoples Park,52.6586,-8.6287,PM2.5,8.789
2022,Tipperary Town,52.4792,-8.1564,PM2.5,9.064
2022,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,15.644
2022,Louth Drogheda,53.7322,-6.32,PM2.5,6.91
2022,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.367
2022,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,10.892
2022,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,7.577
2022,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,11.033
2022,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,10.962
2022,Tipperary Clonmel,52.3547,-7.6994,PM2.5,7.288
2022,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.732
2022,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,7.378
2022,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,10.228
2022,Dublin Dublin Airport,53.4344,-6.2304,PM2.5,6.669
2022,Kildare Leixlip,53.3719,-6.4867,PM2.5,7.046
2022,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.848
2022,Dublin Dublin Port,53.3527,-6.2039,PM2.5,8.326
2022,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,7.833
2022,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,7.529
2022,Cork Lower Glanmire Road,51.9017,-8.4621,PM2.5,NA
2022,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,8.64
2022,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM2.5,6.998
2022,Offaly Edenderry,53.3425,-7.0475,PM2.5,13.438
2022,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM2.5,5.476
2022,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,7.584
2022,Kerry Killarney,52.0583,-9.5049,PM2.5,5.622
2022,Wicklow Greystones,53.1499,-6.0703,PM2.5,6.87
2022,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM2.5,19.817
2022,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,7.751
2022,Offaly Birr,53.0945,-7.9085,PM2.5,9.493
2022,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,8.119
2022,Kerry Tralee Library,52.2673,-9.6979,PM2.5,12.889
2022,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM2.5,6.344
2022,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,6.248
2022,Cork Mallow,52.134,-8.6407,PM2.5,7.47
2022,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,7.343
2022,Westmeath Athlone,53.4248,-7.9377,PM2.5,8.931
2022,Meath Navan,53.6556,-6.6893,PM2.5,8.328
2022,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,9.722
2022,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,8.886
2022,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,5.213
2022,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,6.31
2022,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,5.409
2022,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,7.259
2022,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,9.877
2022,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,7.74
2022,Limerick Henry Street,52.6613,-8.6316,PM2.5,8.43
2022,Dublin Pearse St.,53.345,-6.2543,PM2.5,7.794
2022,Limerick Peoples Park,52.6586,-8.6287,PM2.5,9.271
2022,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,8.124
2022,Galway Eyre Square,53.274,-9.0485,PM2.5,NA
2022,Kildare Naas,53.2181,-6.6591,PM2.5,7.511
2022,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,7.54
2023,Dublin Swords Watery Lane,53.4638,-6.2235,PM2.5,5.753
2023,Kerry Killarney,52.0583,-9.5049,PM2.5,5.404
2023,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,10.892
2023,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,6.494
2023,Meath Navan,53.6556,-6.6893,PM2.5,7.501
2023,Tipperary Clonmel,52.3547,-7.6994,PM2.5,6.057
2023,Dublin Dublin Airport,53.4344,-6.2304,PM2.5,6.179
2023,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,5.898
2023,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM2.5,6.415
2023,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,9.029
2023,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM2.5,5.404
2023,Offaly Birr,53.0945,-7.9085,PM2.5,8.285
2023,Louth Drogheda,53.7322,-6.32,PM2.5,6.021
2023,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.2
2023,Dublin Dublin Port,53.3527,-6.2039,PM2.5,7.782
2023,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,7.771
2023,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,5.563
2023,Limerick Henry Street,52.6613,-8.6316,PM2.5,6.471
2023,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,6.962
2023,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,6.616
2023,Galway Briarhill,53.2921,-8.987,PM2.5,7.11
2023,Offaly Edenderry,53.3425,-7.0475,PM2.5,12.448
2023,Cork Mallow,52.134,-8.6407,PM2.5,6.092
2023,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,7.356
2023,Cork Cork Port,51.8306,-8.3209,PM2.5,7.053
2023,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.732
2023,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM2.5,4.757
2023,Dublin Lucan,53.3492,-6.4503,PM2.5,6.947
2023,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,6.405
2023,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,6.801
2023,Westmeath Athlone,53.4248,-7.9377,PM2.5,8.271
2023,Cork Clonakilty,51.6225,-8.8892,PM2.5,8.495
2023,Tipperary Town,52.4792,-8.1564,PM2.5,6.713
2023,Donegal Malin Head,55.3722,-7.3389,PM2.5,6.817
2023,Kildare Leixlip,53.3719,-6.4867,PM2.5,6.446
2023,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,15.644
2023,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.125
2023,Kerry Tralee Library,52.2673,-9.6979,PM2.5,9.982
2023,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,8.372
2023,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.367
2023,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,9.873
2023,Galway Ballinalsoe,53.3287,-8.2241,PM2.5,10.24
2023,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,7.334
2023,Wicklow Greystones,53.1499,-6.0703,PM2.5,5.682
2023,Cork Carrigaline,51.8154,-8.3876,PM2.5,7.317
2023,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM2.5,8.881
2023,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,6.447
2023,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,7.415
2023,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,NA
2023,Cork Bishopstown MTU,51.8841,-8.533,PM2.5,6.533
2023,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,5.898
2023,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,6.521
2023,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,5.786
2023,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,6.555
2023,Wateford Merchants Quay,52.2638,-7.1179,PM2.5,8.372
2023,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,7.157
2023,Cork Lower Glanmire Road,51.9017,-8.4621,PM2.5,7.609
2023,Galway Eyre Square,53.274,-9.0485,PM2.5,8.415
2023,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,7.097
2023,Dublin Pearse St.,53.345,-6.2543,PM2.5,7.391
2023,Kildare Naas,53.2181,-6.6591,PM2.5,6.62
2023,Limerick Peoples Park,52.6586,-8.6287,PM2.5,7.15
2024,Wicklow Greystones,53.1499,-6.0703,PM2.5,6.319
2024,Cork Cork Port,51.8306,-8.3209,PM2.5,6.438
2024,Kildare Leixlip,53.3719,-6.4867,PM2.5,6.718
2024,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,7.987
2024,Kerry Tralee Library,52.2673,-9.6979,PM2.5,11.031
2024,Galway Ballinalsoe,53.3287,-8.2241,PM2.5,9.376
2024,Offaly Edenderry,53.3425,-7.0475,PM2.5,11.996
2024,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.278
2024,Kerry Killarney,52.0583,-9.5049,PM2.5,7.01
2024,Westmeath Athlone,53.4248,-7.9377,PM2.5,8.617
2024,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM2.5,8.186
2024,Louth Drogheda,53.7322,-6.32,PM2.5,6.328
2024,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM2.5,6.029
2024,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,5.773
2024,Galway Briarhill,53.2921,-8.987,PM2.5,7.018
2024,Limerick Peoples Park,52.6586,-8.6287,PM2.5,7.974
2024,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,7.144
2024,Cork Bishopstown MTU,51.8841,-8.533,PM2.5,6.429
2024,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,6.541
2024,Cork Lower Glanmire Road,51.9017,-8.4621,PM2.5,7.789
2024,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,7.38
2024,Dublin Dublin Port,53.3527,-6.2039,PM2.5,7.433
2024,Cork Mallow,52.134,-8.6407,PM2.5,6.393
2024,Tipperary Clonmel,52.3547,-7.6994,PM2.5,6.757
2024,Dublin Lucan,53.3492,-6.4503,PM2.5,7.32
2024,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,8.874
2024,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,6.405
2024,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,7.529
2024,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,6.994
2024,Donegal Malin Head,55.3722,-7.3389,PM2.5,7.313
2024,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM2.5,7.272
2024,Dublin Dublin Airport,53.4344,-6.2304,PM2.5,6.573
2024,Offaly Birr,53.0945,-7.9085,PM2.5,8.305
2024,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM2.5,4.941
2024,Cork Clonakilty,51.6225,-8.8892,PM2.5,NA
2024,Cork Carrigaline,51.8154,-8.3876,PM2.5,NA
2024,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,6.987
2024,Meath Navan,53.6556,-6.6893,PM2.5,7.899
2024,Tipperary Town,52.4792,-8.1564,PM2.5,6.923
2024,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,10.301
2024,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,9.675
2024,Dublin Swords Watery Lane,53.4638,-6.2235,PM2.5,6.353
2024,Mayo Claremorris,53.7039,-9.0127,PM2.5,5.351
2024,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,6.755
2024,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,9.485
2024,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,8.152
2024,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,12.259
2024,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,7.914
2024,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,7.187
2024,Galway Eyre Square,53.274,-9.0485,PM2.5,7.702
2024,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,7.632
2024,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,5.52
2024,Limerick Henry Street,52.6613,-8.6316,PM2.5,6.856
2024,Wateford Merchants Quay,52.2638,-7.1179,PM2.5,8.297
2024,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,7.54
2024,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,7.489
2024,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,7.038
2024,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,7.794
2024,Dublin Pearse St.,53.345,-6.2543,PM2.5,7.913
2024,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,7.927
2024,Kildare Naas,53.2181,-6.6591,PM2.5,7.135
2024,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,6.223
2025,Dublin Clonskeagh Road Richview,53.3118,-6.2353,PM2.5,9.238
2025,Roscommon Roscommon Town County Council Offices,53.6294,-8.1944,PM2.5,8.752
2025,Dublin Amiens Street,53.3524,-6.249,PM2.5,4.131
2025,Dublin Lucan,53.3492,-6.4503,PM2.5,9.521
2025,Meath Navan,53.6556,-6.6893,PM2.5,9.863
2025,Louth Drogheda,53.7322,-6.32,PM2.5,8.492
2025,Wexford Wexford Town Opera House,52.3374,-6.4616,PM2.5,11.38
2025,Tipperary Clonmel,52.3547,-7.6994,PM2.5,8.448
2025,Dublin Swords Watery Lane,53.4638,-6.2235,PM2.5,8.356
2025,Dublin Dun Laoghaire The Glen,53.2858,-6.1319,PM2.5,9.327
2025,Kildare Leixlip,53.3719,-6.4867,PM2.5,8.806
2025,Limerick Peoples Park,52.6586,-8.6287,PM2.5,8.653
2025,Dublin Ballyfermot Library,53.3405,-6.3523,PM2.5,9.528
2025,Limerick Henry Street,52.6613,-8.6316,PM2.5,8.013
2025,Laois Portlaoise Dublin Road,53.0361,-7.2887,PM2.5,9.711
2025,Dublin Blanchardstown River Road,53.3856,-6.3699,PM2.5,7.966
2025,Cork Clonakilty,51.6225,-8.8892,PM2.5,NA
2025,Carlow Carlow Town County Council Offices,52.8397,-6.9317,PM2.5,8.96
2025,Cork Mallow,52.134,-8.6407,PM2.5,7.534
2025,Westmeath Athlone,53.4248,-7.9377,PM2.5,9.108
2025,Dublin Dublin Airport,53.4344,-6.2304,PM2.5,7.804
2025,Cork Macroom Council Yard,51.9047,-8.9529,PM2.5,9.691
2025,Sligo Sligo Town,54.2673,-8.4804,PM2.5,4.149
2025,Kerry Tralee Library,52.2673,-9.6979,PM2.5,11.931
2025,Offaly Birr,53.0945,-7.9085,PM2.5,9.101
2025,Clare Ennis Drumbiggle Road,52.8432,-8.9893,PM2.5,13.406
2025,Donegal Malin Head,55.3722,-7.3389,PM2.5,8.843
2025,Wicklow Greystones,53.1499,-6.0703,PM2.5,7.875
2025,Cork Cobh Carrignafoy,51.855,-8.2878,PM2.5,8.315
2025,Dublin Tallaght Old Bawn Road,53.2805,-6.3588,PM2.5,7.495
2025,Louth Dundalk Meadow Grove,54.0031,-6.3926,PM2.5,10.37
2025,Offaly Edenderry,53.3425,-7.0475,PM2.5,12.387
2025,Limerick Shannon Estuary Asketon,52.6392,-8.9542,PM2.5,5.873
2025,Cork Carrigaline,51.8154,-8.3876,PM2.5,NA
2025,Galway Ballinalsoe,53.3287,-8.2241,PM2.5,11.138
2025,Tipperary Town,52.4792,-8.1564,PM2.5,10.463
2025,Leitrim Carrick-on-Shannon,53.9446,-8.0865,PM2.5,7.635
2025,Cork Cork Port,51.8306,-8.3209,PM2.5,NA
2025,Wexford Enniscorthy Parnell Road,52.4985,-6.5708,PM2.5,11.356
2025,Kerry Killarney,52.0583,-9.5049,PM2.5,7.721
2025,Longford Town Dublin Road Railway,53.7256,-7.7914,PM2.5,10.255
2025,Wicklow Bray Wurzburg Road,53.1872,-6.1217,PM2.5,7.311
2025,Cavan Cavan Town Court House,53.9936,-7.3628,PM2.5,8.314
2025,Mayo Claremorris,53.7039,-9.0127,PM2.5,7.026
2025,Donegal Letterkenny Library,54.9545,-7.7352,PM2.5,10.698
2025,Cork UCC Distillery Fields,51.9001,-8.4864,PM2.5,8.866
2025,Cork Bishopstown MTU,51.8841,-8.533,PM2.5,8.342
2025,Cork Lower Glanmire Road,51.9017,-8.4621,PM2.5,9.209
2025,Dublin Marino Brian Road,53.3682,-6.2279,PM2.5,11.385
2025,Galway Briarhill,53.2921,-8.987,PM2.5,7.559
2025,Dublin Phoenix Park Ordnance Survey Road,53.3644,-6.349,PM2.5,8.343
2025,Dublin Finglas Mellowes Road,53.3903,-6.3053,PM2.5,8.683
2025,Dublin Ringsend recycling Centre,53.3419,-6.2141,PM2.5,9.228
2025,Dublin Raheny Saint Anne's Park,53.3688,-6.1726,PM2.5,8.314
2025,Wateford Merchants Quay,52.2638,-7.1179,PM2.5,9.3
2025,Dublin Kilmainham St. John's Road West,53.3458,-6.2948,PM2.5,10.201
2025,Dublin Winetavern Street,53.3417,-6.2889,PM2.5,2.9
2025,Dublin Rathmines Wynnefield Road,53.322,-6.2672,PM2.5,9.9
2025,Waterford Waterford City Paddy Brownes Road,52.2471,-7.1516,PM2.5,11.246
2025,Dublin Pearse St.,53.345,-6.2543,PM2.5,9.59
2025,Dublin Inchicore Davitt Road,53.3363,-6.309,PM2.5,10.918
2025,Dublin Dublin Port,53.3527,-6.2039,PM2.5,8.761
2025,Cork Ballinlough Heatherton Park,51.8819,-8.4571,PM2.5,8.574
2025,Galway Eyre Square,53.274,-9.0485,PM2.5,8.746
2025,Kildare Naas,53.2181,-6.6591,PM2.5,8.263
